word,ipa,cv,cv_2,freq
বাঁচতে,b ã c . t̪ e,cvc.cv,cvc.cv,1
আশ্রয়ের,a s . s r ɔ ʲ . e r,vc.ccvc.vc,vc.ccvc.vc,1
সংবাদপত্রে,ʃ ɔ ŋ . b a d̪ . p ɔ t̪ . t̪ r e,cvc.cvc.cvc.ccv,cvc.cvc.cvc.ccv,1
মিডিয়ায়,m i . d i . ʲ a ʲ,cv.cv.cvc,cv.cv.cvc,1
সুপারহিরো,s u . p a r . h i . r o,cv.cvc.cv.cv,cv.cvc.cv.cv,1
দুমুঠো,d̪ u . m u . tʰ o,cv.cv.cv,cv.cv.cv,1
আশ্রয়ে,a s . s r ɔ ʲ . e,vc.ccvc.v,vc.ccvc.v,1
কিশোরকে,k i . ʃ o r . k e,cv.cvc.cv,cv.cvc.cv,1
মৌলিক,m o u̯ . l i k,cvv.cvc,cv.cvc,1
করণীয়,k ɔ . r o . n i . ʲ o,cv.cv.cv.cv,cv.cv.cv.cv,1
অপারগ,ɔ . p a . r ɔ g,v.cv.cvc,v.cv.cvc,1
ঈদে,i . d̪ e,v.cv,v.cv,1
মারহাবা,m a r . h a . b a,cvc.cv.cv,cvc.cv.cv,1
সংবাদ,ʃ ɔ ŋ . b a d̪,cvc.cvc,cvc.cvc,1
কাটুক,k a . t u k,cv.cvc,cv.cvc,1
কামনায়,k a . m o . n a ʲ,cv.cv.cvc,cv.cv.cvc,1
অগ্রীম,o g . g r i m,vc.ccvc,vc.ccvc,1
মোবারক,m o . b a . r ɔ k,cv.cv.cvc,cv.cv.cvc,1
আহ,a h,vc,vc,1
কৃতজ্ঞ,k r i . t̪ ɔ g . g õ,ccv.cvc.cv,ccv.cvc.cv,1
প্রত্যেককে,p r o t̪ . t̪ e k . k e,ccvc.cvc.cv,ccvc.cvc.cv,1
ধন্যবাদ,d̪ʰ o n . n o . b a d̪,cvc.cv.cvc,cvc.cv.cvc,1
গুণবতী,g u . n o . b o . t̪ i,cv.cv.cv.cv,cv.cv.cv.cv,1
রূপবতী,r u . p o . b o . t̪ i,cv.cv.cv.cv,cv.cv.cv.cv,1
বাড়িতেও,b a . ɽ i . t̪ e o̯,cv.cv.cvv,cv.cv.cv,1
ধর্মীয়,d̪ʰ o r . m i . ʲ o,cvc.cv.cv,cvc.cv.cv,1
দান,d̪ a n,cvc,cvc,1
চিত্রাঙ্কন,c i t̪ . t̪ r a ŋ . k o n,cvc.ccvc.cvc,cvc.ccvc.cvc,1
ত্রুটি,t̪ r u . t i,ccv.cv,ccv.cv,1
রাখেননি,r a . kʰ e n . n i,cv.cvc.cv,cv.cvc.cv,1
সর্বোচ্চ,ʃ ɔ r . b o c . c o,cvc.cvc.cv,cvc.cvc.cv,1
প্রতিষ্ঠানে,p r o . t̪ i ʃ . tʰ a . n e,ccv.cvc.cv.cv,ccv.cvc.cv.cv,1
বিশ্ববিদ্যালয়ে,b i ʃ . ʃ o . b i d̪ . d̪ a . l ɔ ʲ . e,cvc.cv.cvc.cv.cvc.v,cvc.cv.cvc.cv.cvc.v,1
স্নাতকোত্তর,s n a . t̪ o . k o t̪ . t̪ o r,ccv.cv.cvc.cvc,ccv.cv.cvc.cvc,1
চলাকালীন,c ɔ . l a . k a . l i n,cv.cv.cv.cvc,cv.cv.cv.cvc,1
মোবাইলে,m o . b a i̯ . l e,cv.cvv.cv,cv.cv.cv,1
শুক্রবারে,ʃ u k . k r o . b a . r e,cvc.ccv.cv.cv,cvc.ccv.cv.cv,1
মেয়ের,m e . ʲ e r,cv.cvc,cv.cvc,1
ম্যাজিস্ট্রেট,m æ . ɟ i s . t r e t,cv.cvc.ccvc,cv.cvc.ccvc,1
গ্রাম,g r a m,ccvc,ccvc,1
উপজেলা,u . p o . ɟ e . l a,v.cv.cv.cv,v.cv.cv.cv,1
ইতস্তত,i . t̪ ɔ s . t̪ ɔ . t̪ o,v.cvc.cv.cv,v.cvc.cv.cv,1
ইচ্ছার,i c . cʰ a r,vc.cvc,vc.cvc,1
বিবেচনা,b i . b e . c ɔ . n a,cv.cv.cv.cv,cv.cv.cv.cv,1
বিয়েতে,b i . ʲ e . t̪ e,cv.cv.cv,cv.cv.cv,1
রাজি,r a . ɟ i,cv.cv,cv.cv,1
ব্যতীত,b æ . t̪ i . t̪ o,cv.cv.cv,cv.cv.cv,1
কানাঘুষা,k a . n a . gʰ u . ʃ a,cv.cv.cv.cv,cv.cv.cv.cv,1
হবু,h o . b u,cv.cv,cv.cv,1
স্বভাবের,ʃ ɔ . bʰ a . b e r,cv.cv.cvc,cv.cv.cvc,1
বৌয়ের,b o u̯ . e r,cvv.vc,cv.vc,1
দেখেছিল,d̪ e . kʰ e . cʰ i . l o,cv.cv.cv.cv,cv.cv.cv.cv,1
জায়ের,ɟ a . ʲ e r,cv.cvc,cv.cvc,1
বন্ধুত্ব,b o n . d̪ʰ u t̪ . t̪ o,cvc.cvc.cv,cvc.cvc.cv,1
ভাবীই,bʰ a . b i i̯,cv.cvv,cv.cv,1
ভাবী,bʰ a . b i,cv.cv,cv.cv,1
হেসে,h e . ʃ e,cv.cv,cv.cv,1
মায়েদের,m a . ʲ e . d̪ e r,cv.cv.cvc,cv.cv.cvc,1
সংসারে,ʃ ɔ ŋ . ʃ a . r e,cvc.cv.cv,cvc.cv.cv,1
শৃঙ্খলা,s r i ŋ . kʰ ɔ . l a,ccvc.cv.cv,ccvc.cv.cv,1
উচ্চশিক্ষিত,u c . c o . ʃ i k . kʰ i . t̪ o,vc.cv.cvc.cv.cv,vc.cv.cvc.cv.cv,1
হাজির,h a . ɟ i r,cv.cvc,cv.cvc,1
থমথমে,t̪ʰ ɔ m . t̪ʰ o . m e,cvc.cv.cv,cvc.cv.cv,1
যেও,ɟ e . o,cv.v,cv.v,1
বসো,b ɔ . ʃ o,cv.cv,cv.cv,1
একটানা,æ k . t a . n a,vc.cv.cv,vc.cv.cv,1
উল,u l,vc,vc,1
বুনছেন,b u n . cʰ e n,cvc.cvc,cvc.cvc,1
তোলেননি,t̪ o . l e n . n i,cv.cvc.cv,cv.cvc.cv,1
পেলো,p e . l o,cv.cv,cv.cv,1
বুঝলেন,b u ɟʰ . l e n,cvc.cvc,cvc.cvc,1
যাচ্ছিলেন,ɟ a c . cʰ i . l e n,cvc.cv.cvc,cvc.cv.cvc,1
বসার,b ɔ . ʃ a r,cv.cvc,cv.cvc,1
বউমা,b o u̯ . m a,cvv.cv,cv.cv,1
আছো,a . cʰ o,v.cv,v.cv,1
অসুবিধা,ɔ . ʃ u . b i . dʰ a,v.cv.cv.cv,v.cv.cv.cv,1
সলজ্জ,ʃ ɔ . l ɔ ɟ . ɟ o,cv.cvc.cv,cv.cvc.cv,1
জবাব,ɟ ɔ . b a b,cv.cvc,cv.cvc,1
বৌমার,b o u̯ . m a r,cvv.cvc,cv.cvc,1
বলব,b o l . b o,cvc.cv,cvc.cv,1
লেখাপড়ার,l e . kʰ a . p ɔ . ɽ a r,cv.cv.cv.cvc,cv.cv.cv.cvc,1
চাইলেন,c a i̯ . l e n,cvv.cvc,cv.cvc,1
আনুষ্ঠানিকতা,a . n u ʃ . tʰ a . n i . k ɔ . t̪ a,v.cvc.cv.cv.cv.cv,v.cvc.cv.cv.cv.cv,1
নিয়মকানুন,n i . ʲ o m . k a . n u n,cv.cvc.cv.cvc,cv.cvc.cv.cvc,1
পাঁচটা,p ã c . t a,cvc.cv,cvc.cv,1
আনিয়েছি,a . n i . ʲ e . cʰ i,v.cv.cv.cv,v.cv.cv.cv,1
ওগুলো,o . g u . l o,v.cv.cv,v.cv.cv,1
রোপন,r o . p o n,cv.cvc,cv.cvc,1
চারাটা,c a . r a . t a,cv.cv.cv,cv.cv.cv,1
নিম,n i m,cvc,cvc,1
মেহগনি,m e . h o . g o . n i,cv.cv.cv.cv,cv.cv.cv.cv,1
আম,a m,vc,vc,1
পূর্বপাশে,p u r . b o . p a . ʃ e,cvc.cv.cv.cv,cvc.cv.cv.cv,1
সেগুন,ʃ e . g u n,cv.cvc,cv.cvc,1
পশ্চিম,p o ʃ . c i m,cvc.cvc,cvc.cvc,1
সম্মতিসূচক,ʃ ɔ m . m o . t̪ i . ʃ u . c ɔ k,cvc.cv.cv.cv.cvc,cvc.cv.cv.cv.cvc,1
ঘাড়,gʰ a ɽ,cvc,cvc,1
নেড়ে,n e . ɽ e,cv.cv,cv.cv,1
মর্যাদা,m ɔ r ɟ . ɟ a . d̪ a,cvcc.cv.cv,cvcc.cv.cv,1
লোকেদের,l o . k e . d̪ e r,cv.cv.cvc,cv.cv.cvc,1
তোমারও,t̪ o . m a r . o,cv.cvc.v,cv.cvc.v,1
বলেছিলাম,b o . l e . cʰ i . l a m,cv.cv.cv.cvc,cv.cv.cv.cvc,1
উপহার,u . p o . h a r,v.cv.cvc,v.cv.cvc,1
সামর্থ্য,ʃ a . m o r . t̪ʰ o,cv.cvc.cv,cv.cvc.cv,1
অনুযায়ী,o . n u . ɟ a . ʲ i,v.cv.cv.cv,v.cv.cv.cv,1
বৌকে,b o u̯ . k e,cvv.cv,cv.cv,1
সাজিয়ে,ʃ a . ɟ i . ʲ e,cv.cv.cv,cv.cv.cv,1
বেয়াই,b e . ʲ a i̯,cv.cvv,cv.cv,1
সাহেব,ʃ a . h e b,cv.cvc,cv.cvc,1
শোনেননি,ʃ o . n e n . n i,cv.cvc.cv,cv.cvc.cv,1
এসো,e . ʃ o,v.cv,v.cv,1
ব্যাংকে,b æ ŋ . k e,cvc.cv,cvc.cv,1
লকার,l ɔ . k a r,cv.cvc,cv.cvc,1
দিও,d̪ i . ʲ o,cv.cv,cv.cv,1
মানবে,m a n . b e,cvc.cv,cvc.cv,1
শোনে,ʃ o . n e,cv.cv,cv.cv,1
প্রশ্রয়,p r o s . r ɔ ʲ,ccvc.cvc,ccvc.cvc,1
অভিনেত্রীর,o . bʰ i . n e t̪ . t̪ r i r,v.cv.cvc.ccvc,v.cv.cvc.ccvc,1
বয়সে,b ɔ ʲ . o . ʃ e,cvc.v.cv,cvc.v.cv,1
রহস্যজনক,r ɔ . h o ʃ . ʃ o . ɟ ɔ . n o k,cv.cvc.cv.cv.cvc,cv.cvc.cv.cv.cvc,1
মরণের,m ɔ . r o . n e r,cv.cv.cvc,cv.cv.cvc,1
পদধ্বনি,p ɔ . d̪ o . d̪ʰ o . n i,cv.cv.cv.cv,cv.cv.cv.cv,1
জীবনপ্রান্তে,ɟ i . b ɔ n . p r a n . t̪ e,cv.cvc.ccvc.cv,cv.cvc.ccvc.cv,1
আহা,a . h a,v.cv,v.cv,1
শুনেই,ʃ u . n e i̯,cv.cvv,cv.cv,1
ক্রিকেটার,k r i . k e . t a r,ccv.cv.cvc,ccv.cv.cvc,1
ক্রিকেটে,k r i . k e . t e,ccv.cv.cv,ccv.cv.cv,1
পেন্ডামিকে,p e n . d a . m i . k e,cvc.cv.cv.cv,cvc.cv.cv.cv,1
অনেকের,ɔ . n e . k e r,v.cv.cvc,v.cv.cvc,1
আমদের,a m . d̪ e r,vc.cvc,vc.cvc,1
জাঁকজমক,ɟ ã k . ɟ ɔ . m o k,cvc.cv.cvc,cvc.cv.cvc,1
মেকানিকাল,m e . k a . n i . k a l,cv.cv.cv.cvc,cv.cv.cv.cvc,1
ইঞ্জিনিয়ারিং,i n . ɟ i . n i . ʲ a . r i ŋ,vc.cv.cv.cv.cvc,vc.cv.cv.cv.cvc,1
টেলিকম,t e . l i . k ɔ m,cv.cv.cvc,cv.cv.cvc,1
কোম্পানিতে,k o m . p a . n i . t̪ e,cvc.cv.cv.cv,cvc.cv.cv.cv,1
বেতনের,b e . t̪ o . n e r,cv.cv.cvc,cv.cv.cvc,1
করতাম,k o r . t̪ a m,cvc.cvc,cvc.cvc,1
দিকটায়,d̪ i k . t a ʲ,cvc.cvc,cvc.cvc,1
পড়লেও,p o ɽ . l e o̯,cvc.cvv,cvc.cv,1
পেন্ডামিকের,p e n . d a . m i . k e r,cvc.cv.cv.cvc,cvc.cv.cv.cvc,1
পাওয়াও,p a o̯ . ʷ a . o,cvv.cv.v,cv.cv.v,1
খামার,kʰ a . m a r,cv.cvc,cv.cvc,1
তখনো,t̪ ɔ . kʰ o . n o,cv.cv.cv,cv.cv.cv,1
ভাবিনি,bʰ a . b i . n i,cv.cv.cv,cv.cv.cv,1
পরিস্থিতি,p o . r i s . t̪ʰ i . t̪ i,cv.cvc.cv.cv,cv.cvc.cv.cv,1
ধারণ,d̪ʰ a . r o n,cv.cvc,cv.cvc,1
গ্রামসহ,g r a m . ʃ ɔ . h o,ccvc.cv.cv,ccvc.cv.cv,1
কড়া,k ɔ . ɽ a,cv.cv,cv.cv,1
লকডাউন,l ɔ k . d a u̯ n,cvc.cvvc,cvc.cvc,1
হাসপাতাল,h a ʃ . p a . t̪ a l,cvc.cv.cvc,cvc.cv.cvc,1
ফার্মেসি,pʰ a r . m e . s i,cvc.cv.cv,cvc.cv.cv,1
মুদির,m u . d̪ i r,cv.cvc,cv.cvc,1
দোকান,d̪ o . k a n,cv.cvc,cv.cvc,1
দূরত্বে,d̪ u . r ɔ t̪ . t̪ e,cv.cvc.cv,cv.cvc.cv,1
লাইনে,l a i̯ . n e,cvv.cv,cv.cv,1
গবাদি,g ɔ . b a . d̪ i,cv.cv.cv,cv.cv.cv,1
পশু,p o . ʃ u,cv.cv,cv.cv,1
কিছুরই,k i . cʰ u r . i,cv.cvc.v,cv.cvc.v,1
পরিস্থিতিতে,p o . r i s . t̪ʰ i . t̪ i . t̪ e,cv.cvc.cv.cv.cv,cv.cvc.cv.cv.cv,1
ক্রেতার,k r e . t̪ a r,ccv.cvc,ccv.cvc,1
স্বল্পতা,ʃ ɔ l . p o . t̪ a,cvc.cv.cv,cvc.cv.cv,1
সফল,ʃ ɔ . pʰ ɔ l,cv.cvc,cv.cvc,1
চাষি,c a . ʃ i,cv.cv,cv.cv,1
বর্তমানে,b ɔ r . t̪ o . m a . n e,cvc.cv.cv.cv,cvc.cv.cv.cv,1
একেবারেই,æ . k e . b a . r e i̯,v.cv.cv.cvv,v.cv.cv.cv,1
মজুদও,m o . ɟ u d̪ . o,cv.cvc.v,cv.cvc.v,1
দূর্ভিক্ষ,d̪ u r b . bʰ i k . kʰ o,cvcc.cvc.cv,cvcc.cvc.cv,1
গতকাল,g ɔ . t̪ o . k a l,cv.cv.cvc,cv.cv.cvc,1
ঘাড়ের,gʰ a . ɽ e r,cv.cvc,cv.cvc,1
নিঃশ্বাস,n i ʃ . ʃ a ʃ,cvc.cvc,cvc.cvc,1
শিউরে,ʃ i u̯ . r e,cvv.cv,cv.cv,1
বিছানার,b i . cʰ a . n a r,cv.cv.cvc,cv.cv.cvc,1
উপরেই,u . p o . r e i̯,v.cv.cvv,v.cv.cv,1
কোঠরে,k o . tʰ o . r e,cv.cv.cv,cv.cv.cv,1
ঢোকানো,dʰ o . k a . n o,cv.cv.cv,cv.cv.cv,1
মৃতের,m r i . t̪ e r,ccv.cvc,ccv.cvc,1
ফ্যাকাশে,pʰ æ . k a . ʃ e,cv.cv.cv,cv.cv.cv,1
লালা,l a . l a,cv.cv,cv.cv,1
ঝরছে,ɟʰ o r . cʰ e,cvc.cv,cvc.cv,1
গায়ে,g a . ʲ e,cv.cv,cv.cv,1
অবশিষ্ট,ɔ . b o . ʃ i ʃ . t o,v.cv.cvc.cv,v.cv.cvc.cv,1
হাড়ের,h a . ɽ e r,cv.cvc,cv.cvc,1
চামড়াটাই,c a m . ɽ a . t a i̯,cvc.cv.cvv,cvc.cv.cv,1
লোলুপ,l o . l u p,cv.cvc,cv.cvc,1
বোটকা,b o t . k a,cvc.cv,cvc.cv,1
পচা,p ɔ . c a,cv.cv,cv.cv,1
গন্ধে,g ɔ n . d̪ʰ e,cvc.cv,cvc.cv,1
বীভৎস,b i . bʰ ɔ t̪ . ʃ o,cv.cvc.cv,cv.cvc.cv,1
করেও,k o . r e . o,cv.cv.v,cv.cv.v,1
অসাড়,ɔ . ʃ a ɽ,v.cvc,v.cvc,1
স্ত্রীকেও,s t̪ r i . k e o̯,cccv.cvv,cccv.cv,1
শত,ʃ ɔ . t̪ o,cv.cv,cv.cv,1
চেষ্টাতেও,c e ʃ . t a . t̪ e . o,cvc.cv.cv.v,cvc.cv.cv.v,1
ফুটল,pʰ u t . l o,cvc.cv,cvc.cv,1
জোর,ɟ o r,cvc,cvc,1
বেড,b e d,cvc,cvc,1
সুইচটা,s u i̯ c . t a,cvvc.cv,cvc.cv,1
অদ্ভুৎ,ɔ d̪ . bʰ u t̪,vc.cvc,vc.cvc,1
স্বাভাবিক,ʃ a . bʰ a . b i k,cv.cv.cvc,cv.cv.cvc,1
স্ত্রীকে,s t̪ r i . k e,cccv.cv,cccv.cv,1
ডাকলাম,d a k . l a m,cvc.cvc,cvc.cvc,1
ওয়াশ,o ʷ a ʃ,vcvc,vcvc,1
রুমেও,r u . m e o̯,cv.cvv,cv.cv,1
খুঁজতে,kʰ ũ ɟ . t̪ e,cvc.cv,cvc.cv,1
করিডোরে,k o . r i . d o . r e,cv.cv.cv.cv,cv.cv.cv.cv,1
দরজাও,d̪ ɔ . r o . ɟ a o̯,cv.cv.cvv,cv.cv.cv,1
ভিতরে,bʰ i . t̪ o . r e,cv.cv.cv,cv.cv.cv,1
উঁকি,ũ . k i,v.cv,v.cv,1
ভয়ানক,bʰ ɔ . ʲ a . n ɔ k,cv.cv.cvc,cv.cv.cvc,1
দৃশ্য,d̪ r i ʃ . ʃ o,ccvc.cv,ccvc.cv,1
কল্পনাতেও,k ɔ l . p o . n a . t̪ e o̯,cvc.cv.cv.cvv,cvc.cv.cv.cv,1
স্ত্রীর,s t̪ r i r,cccvc,cccvc,1
রক্তাক্ত,r ɔ k . t̪ a k . t̪ o,cvc.cvc.cv,cvc.cvc.cv,1
অস্থিচর্মসার,o s . t̪ʰ i . c ɔ r . m o . ʃ a r,vc.cv.cvc.cv.cvc,vc.cv.cvc.cv.cvc,1
খুবলে,kʰ u b . l e,cvc.cv,cvc.cv,1
জম্বি,ɟ o m . b i,cvc.cv,cvc.cv,1
পেটের,p e . t e r,cv.cvc,cv.cvc,1
নাড়ি,n a . ɽ i,cv.cv,cv.cv,1
ভুড়িসহ,bʰ u . ɽ i . ʃ ɔ . h o,cv.cv.cv.cv,cv.cv.cv.cv,1
জম্বিগুলো,ɟ o m . b i . g u . l o,cvc.cv.cv.cv,cvc.cv.cv.cv,1
ঘিরে,gʰ i . r e,cv.cv,cv.cv,1
ধরেছে,d̪ʰ o . r e . cʰ e,cv.cv.cv,cv.cv.cv,1
টার্গেট,t a r . g e t,cvc.cvc,cvc.cvc,1
ঝাপটায়,ɟʰ a p . t a ʲ,cvc.cvc,cvc.cvc,1
সম্বিৎ,ʃ ɔ m . b i t̪,cvc.cvc,cvc.cvc,1
জবাবে,ɟ ɔ . b a . b e,cv.cv.cv,cv.cv.cv,1
করছিলাম,k o r . cʰ i . l a m,cvc.cv.cvc,cvc.cv.cvc,1
কাঠের,k a . tʰ e r,cv.cvc,cv.cvc,1
গেছিল,g e . cʰ i . l o,cv.cv.cv,cv.cv.cv,1
দিচ্ছিলাম,d̪ i c . cʰ i . l a m,cvc.cv.cvc,cvc.cv.cvc,1
ছিটায়,cʰ i . t a ʲ,cv.cvc,cv.cvc,1
হাউমাউ,h a u̯ . m a u̯,cvv.cvv,cv.cv,1
কেঁদে,k ẽ . d̪ e,cv.cv,cv.cv,1
ফজরের,pʰ ɔ . ɟ o . r e r,cv.cv.cvc,cv.cv.cvc,1
আযান,a . ɟ a n,v.cvc,v.cvc,1
নামাজ,n a . m a ɟ,cv.cvc,cv.cvc,1
সংকট,ʃ ɔ ŋ . k ɔ t,cvc.cvc,cvc.cvc,1
বিশ্ববাসীর,b i ʃ . ʃ o . b a . ʃ i r,cvc.cv.cv.cvc,cvc.cv.cv.cvc,1
জায়নামাজে,ɟ a ʲ . n a . m a . ɟ e,cvc.cv.cv.cv,cvc.cv.cv.cv,1
শপথ,ʃ ɔ . p o t̪ʰ,cv.cvc,cv.cvc,1
প্রয়োজনের,p r o . ʲ o . ɟ o . n e r,ccv.cv.cv.cvc,ccv.cv.cv.cvc,1
অতিরিক্ত,o . t̪ i . r i k . t̪ o,v.cv.cvc.cv,v.cv.cvc.cv,1
দুর্দশাগ্রস্ত,d̪ u r . d̪ ɔ . ʃ a . g r o s . t̪ o,cvc.cv.cv.ccvc.cv,cvc.cv.cv.ccvc.cv,1
মানুষদের,m a . n u ʃ . d̪ e r,cv.cvc.cvc,cv.cvc.cvc,1
যথাসাধ্য,ɟ ɔ . t̪ʰ a . ʃ a d̪ . d̪ʰ o,cv.cv.cvc.cv,cv.cv.cvc.cv,1
মুনাফার,m u . n a . pʰ a r,cv.cv.cvc,cv.cv.cvc,1
উৎপাদন,u t̪ . p a . d̪ o n,vc.cv.cvc,vc.cv.cvc,1
বৃদ্ধির,b r i d̪ . d̪ʰ i r,ccvc.cvc,ccvc.cvc,1
অনাহারে,ɔ . n a . h a . r e,v.cv.cv.cv,v.cv.cv.cv,1
তাদেরকেও,t̪ a . d̪ e r . k e o̯,cv.cvc.cvv,cv.cvc.cv,1
সচেতন,ʃ ɔ . c e . t̪ o n,cv.cv.cvc,cv.cv.cvc,1
পতিত,p o . t̪ i . t̪ o,cv.cv.cv,cv.cv.cv,1
জমিগুলোতে,ɟ o . m i . g u . l o . t̪ e,cv.cv.cv.cv.cv,cv.cv.cv.cv.cv,1
ফসল,pʰ ɔ . ʃ o l,cv.cvc,cv.cvc,1
ফলানো,pʰ ɔ . l a . n o,cv.cv.cv,cv.cv.cv,1
সিদ্ধান্তের,s i d̪ . d̪ʰ a n . t̪ e r,cvc.cvc.cvc,cvc.cvc.cvc,1
তারাও,t̪ a . r a o̯,cv.cvv,cv.cv,1
সাগ্রহে,ʃ a g . g r o . h e,cvc.ccv.cv,cvc.ccv.cv,1
দাঁড়িয়েছে,d̪ ã . ɽ i ʲ e . cʰ e,cv.cvcv.cv,cv.cvcv.cv,1
দানের,d̪ a . n e r,cv.cvc,cv.cvc,1
মধ্য,m o d̪ . d̪ʰ o,cvc.cv,cvc.cv,1
পরিতৃপ্ত,p o . r i . t̪ r i p . t̪ o,cv.cv.ccvc.cv,cv.cv.ccvc.cv,1
বুঝেছি,b u . ɟʰ e . cʰ i,cv.cv.cv,cv.cv.cv,1
মহাপুরুষেরা,m ɔ . h a . p u . r u . ʃ e . r a,cv.cv.cv.cv.cv.cv,cv.cv.cv.cv.cv.cv,1
গিয়েছেন,g i . ʲ e . cʰ e n,cv.cv.cvc,cv.cv.cvc,1
ভোগে,bʰ o . g e,cv.cv,cv.cv,1
ত্যাগেই,t̪ æ . g e i̯,cv.cvv,cv.cv,1
দেখাবে,d̪ æ . kʰ a . b e,cv.cv.cv,cv.cv.cv,1
বলে৷,b o . l e,cv.cv,cv.cv,1
গোলা,g o . l a,cv.cv,cv.cv,1
একপাশে,æ k . p a . ʃ e,vc.cv.cv,vc.cv.cv,1
পুকুরের,p u . k u . r e r,cv.cv.cvc,cv.cv.cvc,1
গাছভরা,g a cʰ . bʰ ɔ . r a,cvc.cv.cv,cvc.cv.cv,1
বানানো,b a . n a . n o,cv.cv.cv,cv.cv.cv,1
গোসলের,g o . s o . l e r,cv.cv.cvc,cv.cv.cvc,1
কাপড়,k a . p o ɽ,cv.cvc,cv.cvc,1
নাড়তে,n a ɽ . t̪ e,cvc.cv,cvc.cv,1
শুকাতে,ʃ u . k a . t̪ e,cv.cv.cv,cv.cv.cv,1
আলু,a . l u,v.cv,v.cv,1
পিঁয়াজ,p ĩ . ʲ a ɟ,cv.cvc,cv.cvc,1
রসুনের,r o . ʃ u . n e r,cv.cv.cvc,cv.cv.cvc,1
সুপারি,ʃ u . p a . r i,cv.cv.cv,cv.cv.cv,1
শ্বশুরের,ʃ o . ʃ u . r e r,cv.cv.cvc,cv.cv.cvc,1
পুরনো,p u . r o . n o,cv.cv.cv,cv.cv.cv,1
শ্রেণির,s r e . n i r,ccv.cvc,ccv.cvc,1
কৃষিকাজই,k r i . ʃ i . k a ɟ . i,ccv.cv.cvc.v,ccv.cv.cvc.v,1
মূল,m u l,cvc,cvc,1
উৎস,u t̪ . ʃ o,vc.cv,vc.cv,1
পিঁয়াজের,p ĩ . ʲ a . ɟ e r,cv.cv.cvc,cv.cv.cvc,1
ক্ষেতে,kʰ e . t̪ e,cv.cv,cv.cv,1
শ্রমিক,s r o . m i k,ccv.cvc,ccv.cvc,1
পিয়াজ,p i . ʲ a ɟ,cv.cvc,cv.cvc,1
এগোলো,e . g o . l o,v.cv.cv,v.cv.cv,1
শ্রমিকরা,ʃ r o . m i k . r a,ccv.cvc.cv,ccv.cvc.cv,1
প্রশংসায়,p r o . ʃ o ŋ . ʃ a ʲ,ccv.cvc.cvc,ccv.cvc.cvc,1
পঞ্চমুখ,p ɔ n . c o . m u kʰ,cvc.cv.cvc,cvc.cv.cvc,1
লাগলো,l a g . l o,cvc.cv,cvc.cv,1
মহিলার,m o . h i . l a r,cv.cv.cvc,cv.cv.cvc,1
প্রশংসা,p r o . ʃ ɔ ŋ . ʃ a,ccv.cvc.cv,ccv.cvc.cv,1
বুঝল,b u ɟʰ . l o,cvc.cv,cvc.cv,1
জাতের,ɟ a . t̪ e r,cv.cvc,cv.cvc,1
ফলন,pʰ ɔ . l o n,cv.cvc,cv.cvc,1
মাঠ,m a tʰ,cvc,cvc,1
ধান,d̪ʰ a n,cvc,cvc,1
ধানক্ষেতের,d̪ʰ a n . kʰ e . t̪ e r,cvc.cv.cvc,cvc.cv.cvc,1
চাষীদের,c a . ʃ i . d̪ e r,cv.cv.cvc,cv.cv.cvc,1
ওয়াশরুমে,o . ʷ a ʃ . r u . m e,v.cvc.cv.cv,v.cvc.cv.cv,1
যতবারই,ɟ ɔ . t̪ o . b a r . i,cv.cv.cvc.v,cv.cv.cvc.v,1
চেয়েছে,c e . ʲ e . cʰ e,cv.cv.cv,cv.cv.cv,1
ততবারই,t̪ ɔ . t̪ o . b a r . i̯,cv.cv.cvc.v,cv.cv.cvc.v,1
দেখাত,d̪ æ . kʰ a . t̪ o,cv.cv.cv,cv.cv.cv,1
স্বামীসহ,ʃ a . m i . ʃ ɔ . h o,cv.cv.cv.cv,cv.cv.cv.cv,1
বাপের,b a . p e r,cv.cvc,cv.cvc,1
গহনার,g ɔ . h o . n a r,cv.cv.cvc,cv.cv.cvc,1
গহনাসহই,g ɔ . h o . n a . ʃ ɔ . h o i̯,cv.cv.cv.cv.cvv,cv.cv.cv.cv.cv,1
পরতে,p o r . t̪ e,cvc.cv,cvc.cv,1
থাকলো,t̪ʰ a k . l o,cvc.cv,cvc.cv,1
কয়েকদিন,k ɔ ʲ . e k . d̪ i n,cvc.vc.cvc,cvc.vc.cvc,1
এভাবেই,e . bʰ a . b e i̯,v.cv.cvv,v.cv.cv,1
কাটল,k a t . l o,cvc.cv,cvc.cv,1
কয়দিনে,k ɔ ʲ . d̪ i . n e,cvc.cv.cv,cvc.cv.cv,1
বুঝেছে,b u . ɟʰ e . cʰ e,cv.cv.cv,cv.cv.cv,1
যায়ও,ɟ a ʲ . o,cvc.v,cvc.v,1
বউও,b o u̯ . o,cvv.v,cv.v,1
অত্যন্ত,o t̪ . t̪ o n . t̪ o,vc.cvc.cv,vc.cvc.cv,1
ভালোবাসে,bʰ a . l o . b a . ʃ e,cv.cv.cv.cv,cv.cv.cv.cv,1
দেখানো,d̪ æ . kʰ a . n o,cv.cv.cv,cv.cv.cv,1
আসায়,a . ʃ a ʲ,v.cvc,v.cvc,1
জানানোয়,ɟ a . n a . n o ʲ,cv.cv.cvc,cv.cv.cvc,1
বোঝালেন,b o . ɟʰ a . l e n,cv.cv.cvc,cv.cv.cvc,1
