word,ipa,freq
এগুতে,e . g u . t̪ e,1
কর্ত্রী,k o r . t̪ r i,1
পরিষ্কার,p o . r i ʃ . k a r,1
শুষ্ক,ʃ u ʃ . k o,1
কর্মীকে,k o r . m i . k e,1
আর্দ্র,a r . d̪ r o,1
স্কার্ফ,s k a r pʰ,1
অন্তর্দ্বারেই,ɔ n . t̪ o r . d̪ a . r e i̯,1
জমির,ɟ o . m i r,1
আর্দ্রতা,a r d̪ . d̪ r o . t̪ a,1
এখুনি,æ . kʰ u . n i,1
দুর্লভ,d̪ u r . l ɔ bʰ,1
গাছটি,g a cʰ . t i,1
দক্ষিন,d̪ o k . kʰ i n,1
পার্শ্ব,p a r . ʃ o,1
ছায়া,cʰ a ʲ . a,1
তালব্য,t̪ a . l o b . b o,1
পার্শ্বিক,p a r . ʃ i k,1
নৈকট্যধ্বনির,n o i̯ . k ɔ t . t o d̪ . d̪ʰ o . n i r,1
অন্তর্হিত,ɔ n . t̪ o r . h i . t̪ o,1
অদৃশ্য,ɔ d̪ . d̪ r i ʃ . ʃ o,1
কাশ্মীরের,k a ʃ . m i . r e r,1
গল্ফ,g ɔ l pʰ,1
উল্কা,u l . k a,1
বাড়াতে,b a . ɽ a . t̪ e,1
প্রগল্ভতা,p r o . g ɔ l . bʰ o . t̪ a,1
লক্ষণ,l ɔ k . kʰ ɔ n,1
গ্রীষ্মকালে,g r i ʃ . ʃ õ . k a . l e,1
লতাগুল্ম,l ɔ . t̪ a . g u l . m o,1
গুলো,g u . l o,1
শ্মশানেই,ʃ ɔ̃ . ʃ a . n e i̯,1
রাষ্ট্র,r a ʃ . t r o,1
অকালকুষ্মাণ্ড,ɔ . k a l . k u ʃ . ʃ . m a n . d o,1
মূর্খ,m u r . kʰ o,1
ঔষ্ঠ্য,o u̯ ʃ . tʰ o,1
নিষ্ফল,n i ʃ . pʰ ɔ l,1
নিষ্প্রয়োজন,n i ʃ . p r o . ʲ o . ɟ o n,1
রক্ষায়,r o k . kʰ a ʲ,1
গার্হস্থ্য,g a r . h o s . t̪ʰ o,1
বিজ্ঞানে,b i g . g æ̃ . n e,1
বহিস্ত্বক,b o . h i s . t̪ o k,1
প্লীহাকে,p l i . h a . k e,1
কথ্য,k o t̪ . t̪ h o,1
পিলে,p i . l e,1
ইংরেজিতে,i ŋ . r e . ɟ i . t̪ e,1
স্প্লিন,s p l i n,1
ঘাড়ে,gʰ a . ɽ e,1
বানরের,b a . n o . r e r,1
আস্ফালনে,a ʃ . pʰ a . l ɔ . n e,1
সহস্র,ʃ ɔ . h o s . s r o,1
স্মৃতিমালা,s r ĩ . t̪ i . m a . l a,1
অপরাহ্ণের,ɔ . p o . r a n . h n e r,1
ব্রাহ্মণ,b r a m . m o n,1
হ্রদের,h r o . d̪ e r,1
স্থান,s t̪ʰ a n,1
গাড়েন,g a . ɽ e n,1
ইলেক্ট্রর,i . l e k . t r ɔ r,1
শিখতে,ʃ i kʰ . t̪ e,1
দিগ্বিজয়,d̪ i g . b i . ɟ ɔ ʲ,1
যুদ্ধ,ɟ u d̪ . d̪ʰ o,1
জয়,ɟ ɔ ʲ,1
বায়ু,b a ʲ . u,1
তরঙ্গ,t̪ ɔ . r o ŋ . g o,1
অনুদৈর্ঘ্য,o . n u . d̪ o i̯ r . gʰ o,1
তরঙ্গের,t̪ ɔ . r o ŋ . g e r,1
কাঙ্ক্ষণীয়,k a ŋ . kʰ o . n i . ʲ o,1
যোগ্য,ɟ o g . g o,1
বিশ্বকোষ,b i ʃ . ʃ o . k o ʃ,1
বিজ্ঞানের,b i g . g ã . n e r,1
শাখার,ʃ a . kʰ a r,1
আলোচ্য,a . l o c . c o,1
সংকলিত,ʃ ɔ ŋ . k o . l i . t̪ o,1
মনোবাঞ্ছা,m o . n o . b a n . cʰ a,1
মনোস্কাম,m o . n o ʃ . k a m,1
ট্যাক্সি,t æ k . s i,1
ভাড়ায়,bʰ a . r a ʲ,1
যাত্রীবহনকারী,ɟ a t̪ . t̪ r i . b ɔ . h o n . k a . r i,1
ষাণ্মাসিক,ʃ a n . m a . ʃ i k,1
শ্রাদ্ধ,s r a d̪ . d̪ʰ o,1
পত্রিকা,p o t̪ . t̪ r i . k a,1
বৈচিত্র্যে,b o i̯ . c i t̪ . t̪ r e,1
ভরপুর,bʰ ɔ r . p u r,1
থ্রি,t̪ʰ r i,1
ডেইজ,d e i̯ ɟ,1
এ্যাবসেন্ট,æ b . s e n t,1
গ্রহণযগ্য,g r o . h o n . ɟ o g . g o,1
বার্লি,b a r . l i,1
রোগীর,r o . g i r,1
উপাদেয়,u . p a . d̪ e o̯,1
বিল্ব,b i l b,1
বেলফল,b e l . pʰ ɔ l,1
প্রগল্ভ,p r o . g ɔ l . bʰ o,1
আচরণই,a . c ɔ . r ɔ n . i,1
শিরশ্ছেদের,ʃ i . r o ʃ . cʰ e . d̪ e r,1
জামদগ্ন্য,ɟ a m . d̪ ɔ g . n o,1
জমদগ্নি,ɟ ɔ m . d̪ o g . n i,1
মুনির,m u . n i r,1
পরশুরাম,p o r . ʃ u . r a m,1
অম্লপিত্ত,ɔ m . l o . p i t̪ . t̪ o,1
অম্ল,ɔ m . l o,1
পিত্তের,p i t̪ . t̪ e r,1
আধিক্য,a . dʰ i k . k o,1
জনিত,ɟ ɔ . n i . t̪ o,1
অজীর্ণ,ɔ . ɟ i r . n o,1
রোগ,r o g,1
ধাপ্পা,d̪ʰ a p . p a,1
মন্ত্র,m ɔ n . t̪ r o,1
পূণ্য,p u n . n o,1
কামান,k a . m a n,1
পথ্য,p o t̪ . t̪ʰ o,1
জব্দ,ɟ ɔ b . d̪ o,1
আসামীকে,a . ʃ a . m i . k e,1
সংযুক্ত,ʃ ɔ ŋ . ɟ u k . t̪ o,1
আবেদনপত্রটি,a . b e . d̪ o n . p ɔ t̪ . t̪ r o . t i,1
জবাবের,ɟ ɔ . b a . b e r,1
দৌরাত্ম্য,d̪ o u̯ . r a t̪ . t̪ õ,1
দেখাবেন,d̪ æ . kʰ a . b e n,1
সভ্য,ʃ o b . bʰ o,1
বর্জ্য,b ɔ r . ɟ o,1
ফেলুন,pʰ e . l u n,1
লক্ষ্মী,l o k . kʰ ĩ,1
সারল্যতা,ʃ a . r o l . l o . t̪ a,1
দেখিয়ো,d̪ e . kʰ i . ʲ o,1
শীতকাল,ʃ i t̪ . k a l,1
উষ্ণ,u ʃ . n o,1
পুষ্টিকর,p u ʃ . t i . k ɔ r,1
আর্য,a r . ɟ o,1
ব্যাকরণের,b æ . k o . r o . n e r,1
নিয়মে,n i . ʲ o . m e,1
ঋষি,r i . ʃ i,1
কর্তৃক,k o r . t̪ r i k,1
স্বীকৃত,ʃ i k . r i . t̪ o,1
গ্রীষ্ম,g r i ʃ . ʃ õ,1
বর্ষা,b ɔ r . ʃ a,1
শরৎ,ʃ ɔ . r o t̪,1
হেমন্ত,h e . m o n . t̪ o,1
শীত,ʃ i t̪,1
বসন্ত,b ɔ . ʃ o n . t̪ o,1
ছয়টি,cʰ ɔ ʲ . t i,1
বিভাগ,b i . bʰ a g,1
নামেই,n a . m e i̯,1
ঋতু,r i . t̪ u,1
ঋণমোচনের,r i n . m o . c o . n e r,1
উত্তমর্ণের,u t̪ . t̪ o . m ɔ r . n e r,1
নিকট,n i . k ɔ t,1
খাতকের,kʰ a . t̪ o . k e r,1
স্বীকার,ʃ i . k a r,1
ঐতিহাসিক,o i̯ . t̪ i . h a . ʃ i k,1
ইতিহাস,i . t̪ i . h a ʃ,1
সম্বন্ধীয়,ʃ ɔ m . b o n . d̪ʰ i . ʲ o,1
শতাব্দীর,ʃ ɔ . t̪ a b . d̪ i r,1
প্রাণরাঙা,p r a n . r a . ŋ a,1
ঐকাত্ম্য,o i̯ . k a t̪ . t̪ õ,1
একাত্মতাকেই,e . k a t̪ . t̪ õ . t̪ a . k e i̯,1
ঐকান্তিক,o i̯ . k a n . t̪ i k,1
ঘনরাম,gʰ ɔ . n o . r a m,1
চক্রবর্তী,c o k . r o . b o r . t̪ i,1
ঐক্যমত্য,o i̯ k . k o . m o t̪ . t̪ o,1
ঐককোমততো,o i̯ . k o . k o . m ɔ t̪ . t̪ o,1
ঐচ্ছিক,o i̯ c . cʰ i k,1
পাশির,p a . ʃ i r,1
গঠন,g ɔ . tʰ o n,1
নৈশজাপনই,n o i̯ . ʃ o . ɟ a . p o n . i,1
পাহারাদারের,p a . h a . r a . d̪ a . r e r,1
সমৃদ্ধি,ʃ ɔ m . m r i d̪ . d̪ʰ i,1
ভোগ,bʰ o g,1
বৈরাগ্য,b o i̯ . r a g . g o,1
মানব,m a . n o b,1
প্রকার,p r o . k a r,1
বৈধর্ম্য,b o i̯ . d̪ʰ ɔ r . m o,1
সম্বন্ধে,ʃ ɔ m . m o n . d̪ʰ e,1
বিরুদ্ধ,b i . r u d̪ . d̪ʰ o,1
মনোভাব,m o . n o . bʰ a b,1
পোষণ,p o . ʃ o n,1
হৈচৈ,h o i̯ . c o i̯,1
গোলমাল,g o l . m a l,1
চাকুরী,c a . k u . r i,1
অথৈ,ɔ . t̪ʰ o i̯,1
অতঃপর,ɔ . t̪ o . p ɔ r,1
পুনঃপুন,p u . n o p . p u n,1
দুঃখ,d̪ u k . kʰ o,1
অন্তরের,ɔ n . t̪ o . r e r,1
অন্তঃস্থলকে,ɔ n . t̪ o s t̪ʰ ɔ l . k e,1
বিদীর্ণ,b i . d̪ i r . n o,1
স্বতঃস্ফূর্ত,ʃ ɔ . t̪ o s . pʰ u r . t̪ o,1
আত্মদান,a t̪ . t̪ õ . d̪ a n,1
বিরল,b i . r ɔ l,1
ফলাফল,pʰ ɔ . l a . p ɔ l,1
পুনঃপ্রকাশ,p u . n o . p r o . k a ʃ,1
সুতরাং,ʃ u . t̪ ɔ . r a ŋ,1
পুনঃপরীক্ষা,p u . n o p . p o . r i k . kʰ a,1
পুনঃপ্রবেশ,p u . n o . p r o . b e ʃ,1
ভাবিয়ে,bʰ a . b i . ʲ e,1
আদর্শের,a . d̪ o r . ʃ e r,1
পুনঃপ্রতিষ্ঠা,p u . n o . p r o . t̪ i ʃ . tʰ a,1
অপরিহার্য,ɔ . p o . r i . h a r . ɟ o,1
ছবিটা,cʰ o . b i . t a,1
উল্টো,u l . t o,1
ধরুন,d̪ʰ o . r u n,1
রশিটা,r o . ʃ i . t a,1
বাঁধুন,b ã . d̪ʰ u n,1
প্রতিবিম্ব,p r o . t̪ i . b i m . b o,1
আয়নায়,a ʲ . n a ʲ,1
দৈর্ঘ্য,d̪ o i̯ r . gʰ o,1
ঠাট্টা,tʰ a t . t a,1
আসক্তি,a . ʃ o k . t̪ i,1
পাখিদের,p a . kʰ i . d̪ e r,1
বিহঙ্গকে,b i . h ɔ ŋ . g o . k e,1
আতঙ্কিত,a . t̪ ɔ ŋ . k i . t̪ o,1
বিঘ্ন,b i gʰ . n o,1
ঘটাবেন,gʰ ɔ . t a . b e n,1
সদস্য,ʃ ɔ . d̪ o ʃ . ʃ o,1
সংগঠনের,ʃ ɔ ŋ . g ɔ . tʰ o . n e r,1
যুদ্ধে,ɟ u d̪ . d̪ʰ e,1
যোদ্ধা,ɟ o d̪ . d̪ʰ a,1
টেক্কা,t e k . k a,1
তীক্ষ্ম,t̪ i kʰ . n o,1
কষো,k ɔ . ʃ o,1
শস্য,ʃ ɔ ʃ . ʃ o,1
কাটুন,k a . t u n,1
শিষ্যের,ʃ i ʃ . ʃ e r,1
ঊর্ধ্বে,u r . d̪ʰ e,1
যন্ত্র,ɟ ɔ n . t̪ r o,1
বাদ্য,b a d̪ . d̪ o,1
বাজান,b a . ɟ a n,1
পদ্য,p o d̪ . d̪ o,1
দুর্গ,d̪ u r . g o,1
জঙ্গলে,ɟ ɔ ŋ . g o . l e,1
দরজায়,d̪ ɔ r . ɟ a ʲ,1
বদ্ধ,b ɔ d̪ . d̪ʰ o,1
রুদ্ধ,r u d̪ . d̪ʰ o,1
মগ্ন,m ɔ g . n o,1
অন্ন,o n . n o,1
যুক্ত,ɟ u k . t̪ o,1
খর্ব,kʰ ɔ r . b o,1
বর্ণ,b ɔ r . n o,1
ঘনত্ব,gʰ ɔ . n o t̪ . t̪ o,1
তেলের,t̪ e . l e r,1
শুভেচ্ছা,ʃ u . bʰ e c . cʰ a,1
প্রচ্ছন্ন,p r o c . cʰ ɔ n . n o,1
করেছিৃ,k o . r e . cʰ i r i,1
পেয়েছিলান,p e . ʲ e . cʰ i . l a n,1
শেষবাজার,ʃ e ʃ . b a . ɟ a r,1
বলবো,b o l . b o,1
বাল্যকাল,b a l . l o . k a l,1
মরছি,m o r . cʰ i,1
যুগ্ম,ɟ u g . m o,1
বলতো,b o l . t̪ o,1
পুণ্যে,p u n . n e,1
এইযে,e i̯ . ɟ e,1
শুভ্র,ʃ u b . bʰ r o,1
জামাটা,ɟ a . m a . t a,1
পড়ছ,p o ɽ . cʰ o,1
দেখেছ,d̪ e . kʰ e . cʰ o,1
নালিস,n a . l i ʃ,1
অখানেও,ɔ . kʰ a . n e o̯,1
পুরুষ,p u . r u ʃ,1
তমাদেরই,t̪ ɔ . m a . d̪ e r . i,1
বশ্যতায়,b ɔ ʃ . ʃ o . t̪ a ʲ,1
সবৃ,ʃ ɔ . b r i,1
গাঁয়ে,g ã . ʲ e,1
রায়,r a ʲ,1
নায়,n a ʲ,1
তোরাৃ,t̪ o . r a r i,1
সাঁতরায়,ʃ ã t̪ . r a ʲ,1
ৃ,i r,1
ফিরতে,pʰ i r . t̪ e,1
শোও,ʃ o o̯,1
তমিৃ,t̪ o . m i r i,1
ধোও,d̪ʰ o . o,1
মন্দার,m ɔ n . d̪ a r,1
মেঘমালা,m e gʰ . m a . l a,1
ধূসর,d̪ʰ u . ʃ ɔ r,1
কালো,k a . l o,1
ছেয়ে,cʰ e . ʲ e,1
জলরাশির,ɟ ɔ . l o . r a . ʃ i r,1
জলের,ɟ ɔ . l e r,1
রঙ,r ɔ ŋ,1
ঘরোয়া,gʰ ɔ . r o . ʷ a,1
মেয়েই,m e . ʲ e i̯,1
খোঁজে,kʰ õ . ɟ e,1
অষ্টমত,ɔ ʃ . t o . m ɔ . t̪,1
পুনরায়,p u . n o . r a ʲ,1
অষ্টমবার,ɔ ʃ . t ɔ m . b a r,1
সাঁতারে,ʃ ã . t̪ a . r e,1
বিশ্বচ্যম্পিয়ন,b i ʃ . ʃ o . c æ m . p i . ʲ o n,1
পড়েই,p ɔ . ɽ e i̯,1
চলেছ,c o . l e . cʰ o,1
দেখছিস,d̪ e kʰ . cʰ i ʃ,1
খেলছিস,kʰ e l . cʰ i ʃ,1
বিরক্ত,b i . r ɔ k . t̪ o,1
ছড়িয়েছ,cʰ o . r i . ʲ e . cʰ o,1
নিজে,n i . ɟ e,1
দোষে,d̪ o . ʃ e,1
আক্রান্ত,a k . k r a n . t̪ o,1
চিত্ত,c i t̪ . t̪ o,1
রচনা,r ɔ . c o . n a,1
ঈশ্বরচন্দ্র,i ʃ . ʃ ɔ r . c ɔ n . d̪ r o,1
বিদ্যাসাগর,b i d̪ . d̪ a . ʃ a . g o r,1
অজন্মা,ɔ . ɟ ɔ n . m a,1
আনকোরা,a n . k o . r a,1
ভায়োলেন্ট,bʰ a . ʲ o . l e n t,1
ননকোর,n ɔ n . k o r,1
দলও,d̪ ɔ l . o,1
খুশী,kʰ u . ʃ i,1
আরক্ত,a . r o k . t̪ o,1
করতল,k o r o . t̪ ɔ l,1
রবীন্দ্রনাথ,r o . b i n . d̪ r o . n a t̪ʰ,1
ঠাকুর,tʰ a . k u r,1
ঊনপঞ্চাশে,u . n o . p ɔ n . c a . ʃ e,1
পেয়েছে,p e . ʲ e . cʰ e,1
নৈলে,n o i̯ . l e,1
জাহাঙ্গীরের,ɟ a . h a ŋ . g i . r e r,1
রামঠেলায়,r a m . tʰ e . l a ʲ,1
সচকিত,ʃ ɔ . c o . k i . t̪ o,1
হারুন,h a . r u n,1
সাহংকারের,ʃ a . h o ŋ . k a . r e r,1
প্রাসাদ,p r a . ʃ a d̪,1
খসি,kʰ o . ʃ i,1
সাইমুম,s a i̯ . m u m,1
ঝড়ে,ɟʰ ɔ . ɽ e,1
এরূপ,e . r u p,1
সুকুমার,ʃ u . k u . m a r,1
হয়েও,h o . ʲ e o̯,1
তপোবন,t̪ ɔ . p o . b o n,1
দর্শন,d̪ ɔ r . ʃ o n,1
প্রতিষ্ঠার,p r o . t̪ i ʃ . tʰ a r,1
অপক্ষয়ের,ɔ . p o k . kʰ ɔ . ʲ e r,1
সম্ভাবনা,ʃ ɔ m . bʰ a . b o . n a,1
অনুচ্চ,ɔ . n u c . c o,1
তালেই,t̪ a . l e i̯,1
সর্বাঙ্গে,ʃ ɔ r . b a ŋ . g e,1
আন্দোলন,a n . d̪ o . l o n,1
চিত্তে,c i t̪ . t̪ e,1
নিরতিশয়,n i . r o . t̪ i . ʃ ɔ ʲ,1
ঔৎসুক্য,o u̯ t̪ . ʃ u k . k o,1
জন্মিয়েছে,ɟ o n . m i . ʲ e . cʰ e,1
অধিভুক্ত,o . d̪ʰ i . bʰ u k . t̪ o,1
প্রতিষ্ঠানের,p r o . t̪ i ʃ . tʰ a . n e r,1
নিয়ন্ত্রণের,n i . ʲ o n . t̪ r o . n e r,1
প্রোতিক্ক্রিয়া,p r o . t̪ i k . k r i . ʲ a,1
কনো,k ɔ . n o,1
প্রয়োগের,p r o ʲ . o . g e r,1
ফলে,pʰ ɔ . l e,1
ক্রিয়া,k r i . ʲ a,1
তাহার,t̪ a . h a r,1
অতিক্ষণিক,o . t̪ i k . kʰ o . n i k,1
জন্মগৃহবাসের,ɟ ɔ n . m o . g r i . h o . b a . ʃ e r,1
স্নেহময়,s n e . h o . m ɔ ʲ,1
স্মৃতিচিহ্ন,s r ĩ . t̪ i . c i n . h o,1
কাব্যগত,k a b . b o . g ɔ . t̪ o,1
অভিজ্ঞা,o . bʰ i g . g ã,1
অপিনিহিতি,ɔ . p i . n i . h i . t̪ i,1
উ,u,1
যথাস্থানের,ɟ ɔ . t̪ʰ a s . t̪ʰ a . n e r,1
পূর্বে,p u r . b e,1
প্রবণতা,p r o . b o . n ɔ . t̪ a,1
নিমঘি,n i m . gʰ i,1
নিমের,n i . m e r,1
রস,r ɔ ʃ,1
সহযোগে,ʃ ɔ . h o . ɟ o . g e,1
একপ্রকার,æ k . p r o . k a r,1
অঘাকান্ত,ɔ . gʰ a . k a n . t̪ o,1
থাকলি,t̪ʰ a k . l i,1
বক্ত্র,b ɔ k . t̪ r o,1
ক্বণ,k ɔ n,1
রুক্মিণী,r u k . m i . n i,1
ইক্ষ্বাকু,i kʰ . b a . k u,1
সৌক্ষ্ম্য,ʃ o u̯ . kʰ õ o,1
সূক্ষ্মতা,ʃ u k . kʰ õ . t̪ a,1
অঙ্ঘ্রি,ɔ ŋ . gʰ r i,1
বাঙ্ময়,b a ŋ . m ɔ ʲ,1
যাচ্ঞা,ɟ a c . c ã,1
চ্বী,c i,1
ঝঞ্ঝনা,ɟʰ ɔ n . ɟʰ o . n a,1
জাড্য,ɟ a d . d o,1
আঢ্য,a d . dʰ o,1
মেঢ্র,m e d . dʰ r o,1
ঢুণ্ঢন,dʰ u n . dʰ ɔ n,1
কণ্ব,k ɔ n . n o,1
ন্যুব্জ,n u b . ɟ o,1
কম্প্র,k ɔ m . p r o,1
অর্চ্য,ɔ r . c o,1
দুর্জ্ঞেয়,d̪ u r . g æ̃ . ʲ o,1
আনুপূর্ব্য,a . n u . p u r . b o,1
নৈষ্কর্ম্য,n o i̯ ʃ . k ɔ r . m o,1
কোর্ফা,k o r . pʰ a,1
দার্ঢ্য,d̪ a r d . dʰ o,1
বল্কল,b ɔ l . k ɔ l,1
যাজ্ঞবল্ক্য,ɟ a g . g õ . b ɔ l . k o,1
অকিল্বিষ,ɔ . k i l . b i ʃ,1
অকল্মষ,ɔ . k ɔ l . m o ʃ,1
মাতৃষ্বসা,m a t̪ . t̪ r i ʃ . ʃ . o . ʃ a,1
অগস্ত্য,ɔ . g ɔ s . t̪ o,1
স্ফোটন,s pʰ o . t o n,1
প্রকাশন,p r o . k a . ʃ o n,1
পরাঙ্মুখ,p ɔ . r a ŋ . m u kʰ,1
