tri_gram,freq,example
ভিউ,1,['ইন্টারভিউ']
খিত,1,['লিখিত']
নিং,2,"['ইনিংস', 'ইনিংসটাই']"
য়িত,3,"['আপ্যায়িত', 'বিশেষায়িত', 'শায়িত']"
টিয়,2,"['ভাড়াটিয়া', 'কাটিয়ে']"
ভিজ্ঞ,4,"['অভিজ্ঞা', 'অভিজ্ঞতাও', 'অভিজ্ঞতাকে']"
কিক,1,['কিক']
জিন,3,"['জিনিসের', 'জিনিস', 'ইঞ্জিনিয়ারিং']"
নিস,3,"['জিনিসের', 'জিনিস', 'জিনিসেই']"
শিব,2,"['শিবুকে', 'শিবু']"
নিম,5,"['নিমিষেই', 'নিম', 'নিমের']"
তিথ,2,"['তিথি', 'অতিথিকে']"
থিক,2,"['পথিক', 'অতিথিকে']"
ফিক,3,"['সার্টিফিকেট', 'নোটিফিকেশন', 'ট্রাফিক']"
হিন্দ,5,"['হিন্দুসমাজে', 'হিন্দু', 'হিন্দুদের']"
ছিস,3,"['দেখছিস', 'ঘুমিয়েছিস', 'খেলছিস']"
চিগ,1,['লুচিগুলো']
শিষ্ট্য,1,['বৈশিষ্ট্য']
তিহ্য,1,['ঐতিহ্য']
রিত,5,"['বিস্তারিত', 'পরিতৃপ্ত', 'একত্রিত']"
লিক,5,"['তালিকা', 'টেলিকম', 'টেলিকাস্ট']"
বিস,2,"['বিস্তারিত', 'বিসিবি', 'বিসিএসের']"
সিএ,1,['বিসিএসের']
শিষ,1,"['শিষ্যের', 'বৈশিষ্ট্য', 'শিষ']"
বিচ,1,['বিচলিত']
খিট,3,"['পাখিটার', 'পাখিটাকে', 'পাখিটাও']"
কিট,3,"['টিকিটাও', 'বাকিটা', 'টিকিট']"
তিব,5,"['শক্তিবর্ধনীয়', 'নীতিবাক্যে', 'প্রতিবারের']"
শিপ,1,['ক্যাডারশিপ']
টিল,1,['জটিল']
লিস্ট,1,['লিস্টের']
তিক্ষ,2,"['ক্ষুদ্রাতিক্ষুদ্র', 'অতিক্ষণিক']"
শির,6,"['জলরাশির', 'শিরশ্ছেদের', 'পাশির']"
বিন্দ,1,['রক্তবিন্দুর']
মিট,4,"['মিটবে', 'মিটমিট', 'মিটে']"
রিচ,4,"['মরিচ', 'পরিচিতদের', 'পরিচিতদেরকে']"
শিখ,2,"['শিখতে', 'শিখেছেন']"
তিভ,2,"['বিভূতিভূষণ', 'প্রতিভাবান']"
বিব,4,"['রবিবার', 'বিবেচনা', 'বিবেক']"
চির,2,"['চিরন্তন', 'অচিরেই']"
জিয়,2,"['সাজিয়ে', 'ভিজিয়ে']"
লির,2,"['বালির', 'গলির']"
লিগ,2,"['গালিগালাজ', 'অলিগলিতে']"
ঝিন,1,['বুঝিনি']
লিজ,1,['কলিজার']
দিব,3,"['দিবে', 'দিব', 'দিবেন']"
খিয়,3,"['দেখিয়ে', 'দেখিয়ো', 'দেখিয়েছে']"
দিই,1,['দিই']
বিদ,4,"['বিদেশী', 'বিদ্বান', 'বিদ্রুপের']"
চিং,1,['চিংড়ি']
টিন,1,"['ক্যান্টিনে', 'ক্যান্টিনের', 'প্রোটিনের']"
জিও,3,"['এনজিওগুলো', 'এনজিও', 'এনজিওগুলোও']"
শিন,1,['সেলাইমেশিনটা']
হিশ,2,"['হিশেবে', 'হিশাব']"
সিড,1,"['সিডরের', 'এক্সিডেন্ট']"
তিগ্র,1,['ক্ষতিগ্রস্ত']
বিত,2,"['সম্বিত', 'দ্বিতীয়', 'প্রলম্বিত']"
পির,1,['এমপির']
নির্ম,3,"['নির্মাণ', 'স্বর্ণনির্মিত', 'নির্মাণের']"
বিখ,1,['কাবিখা']
পিদ,1,['এমপিদের']
টিক,7,"['পুষ্টিকর', 'সৃষ্টিকর্তা', 'টিকটক']"
মির,3,"['রুমির', 'কুমিরের', 'জমির']"
ড়িই,1,['বাড়িই']
বির,9,"['অবিরাম', 'বিরক্তই', 'পাঞ্জাবির']"
মিজ,1,['কামিজে']
ণিত,1,['ভণিতা']
তির,6,"['খাতিরে', 'মুক্তির', 'জাতির']"
ডিক,1,['মেডিকেলের']
চিঠ,2,"['চিঠি', 'চিঠিটাও']"
ঠিট,1,['চিঠিটাও']
সিং,1,['সিংহ']
য়িং,1,['পেয়িং']
জিস,1,"['ম্যাজিস্ট্রেট', 'সবজিসহ']"
সিচ,1,['সিচুয়েশন']
জিঙ্গ,1,['জিঙ্গাসা']
রির,4,"['মহামারির', 'সেক্রেটারির', 'মশারির']"
নিষ্ঠ,1,['সময়নিষ্ঠ']
সিল,2,"['সিলেবাসের', 'সিলেবাস']"
সিআ,2,"['সিআর', 'সিআরকে']"
কিং,2,"['চেকিং', 'ট্রেকিংয়ের']"
সিন,2,"['সিনেমার', 'ভ্যাকসিন', 'বাসিন্দা']"
হিল,3,"['হিলিং', 'কাহিল', 'মহিলার']"
দির,2,"['দিদির', 'মুদির']"
থিত,1,"['উপস্থিত', 'সিঁথিতে', 'পরিস্থিতিতে']"
টিপ,2,"['টিপসই', 'টিপ', 'বৃষ্টিপর্বের']"
পিত,3,"['পিত্তের', 'অম্লপিত্ত', 'পিতার']"
মিস,1,['মিস']
তিগ,3,"['অনুভূতিগুলো', 'স্মৃতিগুলো', 'ক্ষতিগ্রস্ত']"
মিষ,2,"['নিমিষেই', 'নিরামিষ', 'মিষ্টি']"
হিণ,1,['গৃহিণী']
রিল,1,['রিলাক্সেশনের']
ডিভ,1,['ডিভানে']
টিফ,2,"['টিফিন', 'সার্টিফিকেট', 'নোটিফিকেশন']"
বিদ্র,1,['বিদ্রুপের']
লিদ,1,['বাঙালিদের']
লিম,2,"['সেলিম', 'মুসলিম']"
ডিস,1,['ডিসেম্বর']
বিষ্ণ,1,['বিষ্ণু']
শিষ্ট,2,"['বৈশিষ্ট্য', 'বিশিষ্ট', 'অবশিষ্ট']"
পিড,1,['স্টুপিডিটি']
ডিট,1,['স্টুপিডিটি']
চিয়,1,['বাঁচিয়ে']
সিন্দ,1,['বাসিন্দা']
বিল,2,"['বিল্ব', 'নাবিলকে', 'মোকাবিলা']"
খিও,1,['লেখালেখিও']
বিধ,3,"['সুবিধাবঞ্চিত', 'সুবিধা', 'দ্বিধা']"
বিম,2,"['বিমুগ্ধতা', 'প্রতিবিম্ব', 'বিমুখ']"
লিল,1,['সলিল']
ধির,1,"['বৃদ্ধির', 'সমাধির']"
সিক,4,"['ঐতিহাসিক', 'আবাসিক', 'মানসিকতায়']"
ষিত,1,"['শিক্ষিত', 'উচ্চশিক্ষিত', 'নিষ্পেষিত']"
রিণ,1,['পরিণতিও']
তিও,1,['পরিণতিও']
চিন,3,"['চিন্তা', 'দুশ্চিন্তা', 'চিনতও']"
গিট,1,['গিট']
চিল,2,"['গাংচিলের', 'গাংচিল']"
চিশ,1,['পঁচিশখানা']
নিখ,2,"['নিখুঁত', 'নিখোঁজ']"
হির,2,"['হিরণ্ময়', 'সুপারহিরো']"
চিত্র,1,"['বৈচিত্র্যে', 'চিত্রাঙ্কন']"
তিষ্ঠ,5,"['প্রতিষ্ঠানের', 'প্রতিষ্ঠানে', 'পুনঃপ্রতিষ্ঠা']"
বিদ্য,3,"['বিশ্ববিদ্যালয়ে', 'বিদ্যমান', 'বিদ্যাসাগর']"
জিস্ট্র,1,['ম্যাজিস্ট্রেট']
জির,1,['হাজির']
নিক,3,"['নিকট', 'আনুষ্ঠানিকতা', 'মেকানিকাল']"
তিস,1,['সম্মতিসূচক']
ভিন,1,"['অভিনেত্রীর', 'বিভিন্ন', 'ভিন্ন']"
রিং,1,"['স্প্রিং', 'ইঞ্জিনিয়ারিং']"
রিস্থ,2,"['পরিস্থিতিতে', 'পরিস্থিতি']"
তিত,2,"['পতিত', 'ব্যক্তিত্ব', 'পরিস্থিতিতে']"
নিঃ,3,"['নিঃস্ব', 'নিঃশ্বাস', 'নিঃশব্দে']"
শিউ,1,['শিউরে']
রিড,1,['করিডোরে']
ড়িস,1,['ভুড়িসহ']
ঘির,2,"['ঘিরে', 'ঘিরেই']"
ছিট,1,['ছিটায়']
রিক্ত,1,['অতিরিক্ত']
মিগ,1,['জমিগুলোতে']
পিঁ,2,"['পিঁয়াজ', 'পিঁয়াজের']"
ণির,1,['শ্রেণির']
নিচ্ছ,1,['নিচ্ছে']
নির্ভ,1,['নির্ভর']
টিং,1,['ব্যাটিংয়েও']
সিব,1,['বিসিবি']
হিন,1,"['হিন্দুসমাজে', 'হিন্দু', 'কাহিনি']"
সিম,1,['হাসিমুখটা']
নিশ্ব,1,['নিশ্বাস']
ফিন,2,"['টিফিন', 'ফিনিশার']"
জিত,2,"['ইংরেজিতে', 'জিতে']"
ড়িঘ,1,['তড়িঘড়ি']
হিম,1,['হিম']
নির্ধ,1,['নির্ধারণ']
তিম,2,"['মূর্তিমান', 'ইতিমধ্যে', 'স্মৃতিমালা']"
ভিড,1,['কোভিডের']
টিত,1,"['আপাতদৃষ্টিতে', 'ক্লাবটিতে', 'বৃষ্টিতে']"
যিন,1,['যিনি']
শিশ,1,['শিশুটিকে']
ঢিল,1,['ঢিল']
হিদ,1,['চাহিদা']
ভিড়,1,['ভিড়']
রিক্স,1,['রিক্সায়']
ফিল,1,['গাফিলতির']
টিগ,2,"['রুটিগুলো', 'রুটিগুলি']"
দিখ্য,1,['আদিখ্যেতা']
বিস্ত,1,['বিস্তারিত']
বিজ্ঞ,3,"['বিজ্ঞানের', 'বিজ্ঞানে', 'বিজ্ঞান']"
তিক্র,1,['প্রতিক্রিয়া']
বিক্র,3,"['বিক্রয়', 'বিক্রি', 'বিক্রেতাকে']"
নিষ্ক্র,1,['নিষ্ক্রিয়']
বিদ্ব,2,"['বিদ্বান', 'বিদ্বানদের']"
ড়িও,1,['দাঁড়িও']
বিট,2,"['পাঞ্জাবিটা', 'ছবিটা']"
নিম্ন,2,"['নিম্নে', 'নিম্নমুখী']"
মিথ্য,1,['মিথ্যা']
বিজ,2,"['বিজ্ঞানের', 'দিগ্বিজয়', 'বিজ্ঞানে']"
নিষ্ক,1,"['নিষ্কলঙ্ক', 'নিষ্ক্রিয়']"
ফিদ,1,['মাশরাফিদের']
ড়িষ্য,1,['উড়িষ্যার']
ধিব,1,['অধিবাসীদেরকে']
ভিধ,1,['অভিধানে']
বিক্ষ,1,['বিক্ষোভ']
শিষ্য,2,"['শিষ্যের', 'শিষ্য']"
ঠিত,1,['গঠিত']
গির্জ,1,['গির্জা']
তিশ,3,"['প্রতিশব্দ', 'নিরতিশয়', 'অতিশয়']"
টিস,2,"['প্র্যাকটিস', 'ডায়াবেটিস']"
ড়িধ,1,['মুড়িধণ্ট']
রিদ্র্য,1,['দারিদ্র্যর']
নিন্দ্য,1,['অনিন্দ্য']
লিপ্স,1,['লিপ্সা']
গির,1,"['গির্জা', 'গিরিবর্ত্ম']"
রিষ্ক,1,['পরিষ্কার']
নিষ্ফ,1,['নিষ্ফল']
নিষ্প্র,1,['নিষ্প্রয়োজন']
হিস্ত্ব,1,['বহিস্ত্বক']
পিল,1,['পিলে']
দিগ্ব,1,['দিগ্বিজয়']
চিত্র্য,1,['বৈচিত্র্যে']
বিল্ব,1,['বিল্ব']
পিত্ত,2,"['পিত্তের', 'অম্লপিত্ত']"
ধিক্য,1,['আধিক্য']
তিহ,2,"['ঐতিহাসিক', 'ঐতিহ্য', 'ইতিহাস']"
রিহ,1,['অপরিহার্য']
বিম্ব,1,['প্রতিবিম্ব']
খিদ,1,['পাখিদের']
বিহ,1,['বিহঙ্গকে']
বিঘ্ন,1,['বিঘ্ন']
ছিৃ,1,['করেছিৃ']
লিস,1,"['নালিস', 'লিস্টের']"
মিৃ,1,['তমিৃ']
চিত্ত,2,"['চিত্ত', 'চিত্তে']"
ধিভ,1,['অধিভুক্ত']
তিক্ক্র,1,['প্রোতিক্ক্রিয়া']
ণিক,1,['অতিক্ষণিক']
তিচ,1,['স্মৃতিচিহ্ন']
চিহ্ন,1,['স্মৃতিচিহ্ন']
পিন,1,['অপিনিহিতি']
নিহ,1,['অপিনিহিতি']
কিল্ব,1,['অকিল্বিষ']
কীভ,2,"['কীভাবে', 'কীভাবেই']"
জীব,11,"['উজ্জীবন', 'জীবনও', 'আজীবনকাল']"
রীর,3,"['অভিনেত্রীর', 'শরীর', 'ছাত্রীরা']"
নীল,1,['নীল']
মীক,3,"['আসামীকে', 'কর্মীকে', 'স্বামীকে']"
বীর,3,"['পৃথ্বীরাজ', 'দেবীরূপের', 'পৃথিবীর']"
রীক্ষ,4,"['পরীক্ষার', 'পরীক্ষাটা', 'পুনঃপরীক্ষা']"
